gender,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,state,property_valuation,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,age
M,89,Mass Customer,Yes,19.0,NSW,10.0,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,45.0
M,89,Mass Customer,Yes,19.0,NSW,10.0,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,45.0
F,77,Mass Customer,No,7.0,NSW,11.0,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,42.0
F,77,Mass Customer,No,7.0,NSW,11.0,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,42.0
F,77,Mass Customer,No,7.0,NSW,11.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,42.0
F,77,Mass Customer,No,7.0,NSW,11.0,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,42.0
F,77,Mass Customer,No,7.0,NSW,11.0,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,42.0
F,77,Mass Customer,No,7.0,NSW,11.0,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42.0
F,77,Mass Customer,No,7.0,NSW,11.0,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,42.0
F,77,Mass Customer,No,7.0,NSW,11.0,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,42.0
F,52,Mass Customer,No,19.0,VIC,8.0,0.0,Approved,Solex,Standard,medium,medium,1199.26,388.92,49.0
F,52,Mass Customer,No,19.0,VIC,8.0,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,49.0
M,44,High Net Worth,No,19.0,QLD,4.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,44.0
M,44,High Net Worth,No,19.0,QLD,4.0,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,44.0
M,44,High Net Worth,No,19.0,QLD,4.0,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,44.0
M,44,High Net Worth,No,19.0,QLD,4.0,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,44.0
M,44,High Net Worth,No,19.0,QLD,4.0,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,44.0
M,44,High Net Worth,No,19.0,QLD,4.0,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,44.0
M,44,High Net Worth,No,19.0,QLD,4.0,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,44.0
M,33,Affluent Customer,No,13.0,NSW,10.0,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,45.0
M,33,Affluent Customer,No,13.0,NSW,10.0,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,45.0
M,33,Affluent Customer,No,13.0,NSW,10.0,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,45.0
M,33,Affluent Customer,No,13.0,NSW,10.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,45.0
M,33,Affluent Customer,No,13.0,NSW,10.0,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,45.0
M,33,Affluent Customer,No,13.0,NSW,10.0,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,45.0
M,33,Affluent Customer,No,13.0,NSW,10.0,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,45.0
M,33,Affluent Customer,No,13.0,NSW,10.0,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,45.0
M,33,Affluent Customer,No,13.0,NSW,10.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,45.0
M,42,Affluent Customer,No,16.0,NSW,4.0,0.0,Approved,Solex,Standard,medium,medium,149.3,388.92,43.0
M,42,Affluent Customer,No,16.0,NSW,4.0,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,43.0
M,42,Affluent Customer,No,16.0,NSW,4.0,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,43.0
M,42,Affluent Customer,No,16.0,NSW,4.0,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,43.0
M,42,Affluent Customer,No,16.0,NSW,4.0,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,43.0
M,42,Affluent Customer,No,16.0,NSW,4.0,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,43.0
M,42,Affluent Customer,No,16.0,NSW,4.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,43.0
M,42,Affluent Customer,No,16.0,NSW,4.0,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,43.0
M,42,Affluent Customer,No,16.0,NSW,4.0,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.0
M,42,Affluent Customer,No,16.0,NSW,4.0,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,43.0
M,18,Affluent Customer,No,10.0,NSW,8.0,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,56.0
M,18,Affluent Customer,No,10.0,NSW,8.0,0.0,Cancelled,WeareA2B,Standard,medium,small,1415.01,1259.36,56.0
M,18,Affluent Customer,No,10.0,NSW,8.0,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,56.0
M,18,Affluent Customer,No,10.0,NSW,8.0,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,56.0
M,18,Affluent Customer,No,10.0,NSW,8.0,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,56.0
M,18,Affluent Customer,No,10.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,56.0
M,25,Mass Customer,Yes,18.0,VIC,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,55.0
M,25,Mass Customer,Yes,18.0,VIC,8.0,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,55.0
M,25,Mass Customer,Yes,18.0,VIC,8.0,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,55.0
M,61,High Net Worth,Yes,18.0,VIC,8.0,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,48.0
M,61,High Net Worth,Yes,18.0,VIC,8.0,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,48.0
M,61,High Net Worth,Yes,18.0,VIC,8.0,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,48.0
M,61,High Net Worth,Yes,18.0,VIC,8.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,48.0
M,61,High Net Worth,Yes,18.0,VIC,8.0,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,48.0
M,61,High Net Worth,Yes,18.0,VIC,8.0,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,48.0
M,61,High Net Worth,Yes,18.0,VIC,8.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,48.0
M,61,High Net Worth,Yes,18.0,VIC,8.0,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,48.0
M,0,Mass Customer,Yes,13.0,VIC,12.0,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,56.0
M,0,Mass Customer,Yes,13.0,VIC,12.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,56.0
M,0,Mass Customer,Yes,13.0,VIC,12.0,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,56.0
M,0,Mass Customer,Yes,13.0,VIC,12.0,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,56.0
M,0,Mass Customer,Yes,13.0,VIC,12.0,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,56.0
F,86,Mass Customer,Yes,8.0,NSW,6.0,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,50.0
F,86,Mass Customer,Yes,8.0,NSW,6.0,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,50.0
F,86,Mass Customer,Yes,8.0,NSW,6.0,1.0,Cancelled,Giant Bicycles,Standard,medium,large,1765.3,709.48,50.0
F,59,Affluent Customer,Yes,1.0,VIC,8.0,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,22.0
F,59,Affluent Customer,Yes,1.0,VIC,8.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,22.0
F,59,Affluent Customer,Yes,1.0,VIC,8.0,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,22.0
F,59,Affluent Customer,Yes,1.0,VIC,8.0,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,22.0
F,59,Affluent Customer,Yes,1.0,VIC,8.0,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,22.0
F,30,Mass Customer,No,18.0,NSW,7.0,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,32.0
F,30,Mass Customer,No,18.0,NSW,7.0,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,32.0
F,30,Mass Customer,No,18.0,NSW,7.0,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,32.0
F,30,Mass Customer,No,18.0,NSW,7.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,32.0
F,30,Mass Customer,No,18.0,NSW,7.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,32.0
F,30,Mass Customer,No,18.0,NSW,7.0,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,32.0
F,75,Mass Customer,Yes,5.0,NSW,9.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,25.0
F,75,Mass Customer,Yes,5.0,NSW,9.0,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,25.0
F,75,Mass Customer,Yes,5.0,NSW,9.0,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,25.0
F,75,Mass Customer,Yes,5.0,NSW,9.0,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,25.0
F,75,Mass Customer,Yes,5.0,NSW,9.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,25.0
M,76,Mass Customer,No,6.0,NSW,12.0,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,25.0
M,76,Mass Customer,No,6.0,NSW,12.0,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,25.0
M,76,Mass Customer,No,6.0,NSW,12.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,25.0
M,76,Mass Customer,No,6.0,NSW,12.0,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,25.0
M,76,Mass Customer,No,6.0,NSW,12.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,25.0
M,76,Mass Customer,No,6.0,NSW,12.0,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,25.0
M,76,Mass Customer,No,6.0,NSW,12.0,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,25.0
M,76,Mass Customer,No,6.0,NSW,12.0,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,25.0
M,76,Mass Customer,Yes,3.0,NSW,10.0,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,27.0
M,76,Mass Customer,Yes,3.0,NSW,10.0,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,27.0
M,76,Mass Customer,Yes,3.0,NSW,10.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,27.0
M,76,Mass Customer,Yes,3.0,NSW,10.0,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,27.0
M,76,Mass Customer,Yes,3.0,NSW,10.0,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,27.0
M,76,Mass Customer,Yes,3.0,NSW,10.0,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,27.0
M,76,Mass Customer,Yes,3.0,NSW,10.0,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,27.0
M,64,High Net Worth,No,3.0,VIC,2.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33.0
M,64,High Net Worth,No,3.0,VIC,2.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,33.0
M,65,Affluent Customer,No,15.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,36.0
M,65,Affluent Customer,No,15.0,NSW,8.0,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,36.0
M,65,Affluent Customer,No,15.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,36.0
M,65,Affluent Customer,No,15.0,NSW,8.0,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,36.0
M,65,Affluent Customer,No,15.0,NSW,8.0,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,36.0
F,18,Mass Customer,No,7.0,VIC,7.0,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,25.0
F,18,Mass Customer,No,7.0,VIC,7.0,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,25.0
F,18,Mass Customer,No,7.0,VIC,7.0,0.0,Cancelled,WeareA2B,Standard,medium,medium,60.34,45.26,25.0
F,18,Mass Customer,No,7.0,VIC,7.0,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,25.0
F,18,Mass Customer,No,7.0,VIC,7.0,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,25.0
F,18,Mass Customer,No,7.0,VIC,7.0,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,25.0
F,18,Mass Customer,No,7.0,VIC,7.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,25.0
F,18,Mass Customer,No,7.0,VIC,7.0,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,25.0
F,18,Mass Customer,No,7.0,VIC,7.0,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,25.0
M,53,Mass Customer,No,6.0,NSW,9.0,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,60.0
M,53,Mass Customer,No,6.0,NSW,9.0,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,60.0
M,53,Mass Customer,No,6.0,NSW,9.0,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,60.0
M,53,Mass Customer,No,6.0,NSW,9.0,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,60.0
F,3,Mass Customer,No,9.0,QLD,2.0,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,34.0
F,3,Mass Customer,No,9.0,QLD,2.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34.0
F,3,Mass Customer,No,9.0,QLD,2.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,34.0
F,3,Mass Customer,No,9.0,QLD,2.0,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,34.0
F,3,Mass Customer,No,9.0,QLD,2.0,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,34.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,26.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,26.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,26.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,26.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,26.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,26.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,26.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,26.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,26.0
M,13,Affluent Customer,Yes,1.0,QLD,8.0,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,26.0
F,31,Mass Customer,Yes,14.0,QLD,8.0,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,47.0
F,31,Mass Customer,Yes,14.0,QLD,8.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,47.0
F,31,Mass Customer,Yes,14.0,QLD,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,47.0
F,31,Mass Customer,Yes,14.0,QLD,8.0,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,47.0
M,94,Affluent Customer,Yes,15.0,NSW,11.0,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,42.0
M,94,Affluent Customer,Yes,15.0,NSW,11.0,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,42.0
M,94,Affluent Customer,Yes,15.0,NSW,11.0,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,42.0
M,94,Affluent Customer,Yes,15.0,NSW,11.0,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42.0
M,94,Affluent Customer,Yes,15.0,NSW,11.0,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,42.0
M,94,Affluent Customer,Yes,15.0,NSW,11.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,42.0
M,94,Affluent Customer,Yes,15.0,NSW,11.0,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,42.0
F,53,Mass Customer,No,15.0,VIC,3.0,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,45.0
F,53,Mass Customer,No,15.0,VIC,3.0,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,45.0
F,53,Mass Customer,No,15.0,VIC,3.0,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,45.0
F,53,Mass Customer,No,15.0,VIC,3.0,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,45.0
F,53,Mass Customer,No,15.0,VIC,3.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,45.0
F,53,Mass Customer,No,15.0,VIC,3.0,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,45.0
F,53,Mass Customer,No,15.0,VIC,3.0,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,45.0
F,53,Mass Customer,No,15.0,VIC,3.0,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,45.0
M,59,High Net Worth,Yes,1.0,QLD,6.0,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,23.0
M,59,High Net Worth,Yes,1.0,QLD,6.0,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,23.0
M,59,High Net Worth,Yes,1.0,QLD,6.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,23.0
M,59,High Net Worth,Yes,1.0,QLD,6.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,23.0
M,59,High Net Worth,Yes,1.0,QLD,6.0,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,23.0
M,59,High Net Worth,Yes,1.0,QLD,6.0,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,23.0
M,59,High Net Worth,Yes,1.0,QLD,6.0,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,23.0
F,16,High Net Worth,No,12.0,NSW,10.0,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,60.0
F,16,High Net Worth,No,12.0,NSW,10.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,60.0
F,16,High Net Worth,No,12.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,60.0
F,16,High Net Worth,No,12.0,NSW,10.0,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,60.0
F,16,High Net Worth,No,12.0,NSW,10.0,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,60.0
F,16,High Net Worth,No,12.0,NSW,10.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,60.0
F,16,High Net Worth,No,12.0,NSW,10.0,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,60.0
F,16,High Net Worth,No,12.0,NSW,10.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,60.0
F,43,Mass Customer,No,10.0,VIC,7.0,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,35.0
F,43,Mass Customer,No,10.0,VIC,7.0,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,35.0
F,43,Mass Customer,No,10.0,VIC,7.0,0.0,Approved,Solex,Standard,medium,medium,1192.33,388.92,35.0
F,43,Mass Customer,No,10.0,VIC,7.0,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,35.0
F,43,Mass Customer,No,10.0,VIC,7.0,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35.0
F,43,Mass Customer,No,10.0,VIC,7.0,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,35.0
M,19,Affluent Customer,No,10.0,NSW,6.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,52.0
M,19,Affluent Customer,No,10.0,NSW,6.0,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,52.0
M,19,Affluent Customer,No,10.0,NSW,6.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,52.0
M,18,Mass Customer,Yes,3.0,NSW,9.0,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,46.0
M,18,Mass Customer,Yes,3.0,NSW,9.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,46.0
M,18,Mass Customer,Yes,3.0,NSW,9.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,46.0
M,18,Mass Customer,Yes,3.0,NSW,9.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,46.0
M,18,Mass Customer,Yes,3.0,NSW,9.0,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,46.0
M,18,Mass Customer,Yes,3.0,NSW,9.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,46.0
M,24,High Net Worth,Yes,7.0,QLD,5.0,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,43.0
M,24,High Net Worth,Yes,7.0,QLD,5.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,43.0
M,24,High Net Worth,Yes,7.0,QLD,5.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,43.0
M,24,High Net Worth,Yes,7.0,QLD,5.0,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,43.0
M,24,High Net Worth,Yes,7.0,QLD,5.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,43.0
M,24,High Net Worth,Yes,7.0,QLD,5.0,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,43.0
M,24,High Net Worth,Yes,7.0,QLD,5.0,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,43.0
M,44,Mass Customer,No,1.0,NSW,9.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,22.0
M,44,Mass Customer,No,1.0,NSW,9.0,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,22.0
M,44,Mass Customer,No,1.0,NSW,9.0,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,22.0
M,44,Mass Customer,No,1.0,NSW,9.0,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,22.0
M,44,Mass Customer,No,1.0,NSW,9.0,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,22.0
M,44,Mass Customer,No,1.0,NSW,9.0,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,22.0
F,34,Affluent Customer,Yes,6.0,VIC,7.0,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,50.0
F,34,Affluent Customer,Yes,6.0,VIC,7.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,50.0
F,34,Affluent Customer,Yes,6.0,VIC,7.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,50.0
F,34,Affluent Customer,Yes,6.0,VIC,7.0,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,50.0
F,34,Affluent Customer,Yes,6.0,VIC,7.0,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,50.0
F,16,Mass Customer,No,7.0,QLD,1.0,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42.0
F,16,Mass Customer,No,7.0,QLD,1.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42.0
F,16,Mass Customer,No,7.0,QLD,1.0,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,42.0
F,16,Mass Customer,No,7.0,QLD,1.0,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,42.0
F,16,Mass Customer,No,7.0,QLD,1.0,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,42.0
F,16,Mass Customer,No,7.0,QLD,1.0,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42.0
F,16,Mass Customer,No,7.0,QLD,1.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,42.0
F,16,Mass Customer,No,7.0,QLD,1.0,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42.0
F,16,Mass Customer,No,7.0,QLD,1.0,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42.0
M,76,Mass Customer,Yes,7.0,VIC,6.0,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,26.0
M,76,Mass Customer,Yes,7.0,VIC,6.0,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,26.0
M,76,Mass Customer,Yes,7.0,VIC,6.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,26.0
M,76,Mass Customer,Yes,7.0,VIC,6.0,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,26.0
