past_3_years_bike_related_purchases,owns_car,tenure,property_valuation,online_order,order_status,list_price,standard_cost,age,F,M,Affluent Customer,High Net Worth,Mass Customer,NSW,QLD,VIC,Giant Bicycles,Norco Bicycles,OHM Cycles,Solex,Trek Bicycles,WeareA2B,Mountain,Road,Standard,Touring,high,low,medium,large,medium,small
77,1,5.0,6.0,1.0,1,945.04,507.58,30.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
77,1,5.0,6.0,0.0,1,2091.47,388.92,30.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
77,1,5.0,6.0,1.0,1,1873.97,863.95,30.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
77,1,5.0,6.0,0.0,1,1466.68,363.25,30.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
77,1,5.0,6.0,0.0,1,1057.51,154.4,30.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
77,1,5.0,6.0,0.0,1,71.49,53.62,30.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
52,1,16.0,2.0,0.0,1,945.04,507.58,39.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
52,1,16.0,2.0,1.0,1,183.86,137.9,39.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
52,1,16.0,2.0,0.0,1,1151.96,649.49,39.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
52,1,16.0,2.0,0.0,1,1403.5,954.82,39.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
32,1,13.0,10.0,0.0,1,1873.97,863.95,35.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
32,1,13.0,10.0,0.0,1,183.86,137.9,35.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
32,1,13.0,10.0,0.0,1,1469.44,596.55,35.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
32,1,13.0,10.0,1.0,1,1073.07,933.84,35.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
32,1,13.0,10.0,1.0,1,2083.94,675.03,35.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
32,1,13.0,10.0,1.0,1,1458.17,874.9,35.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
32,1,13.0,10.0,1.0,1,1538.99,829.65,35.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
32,1,13.0,10.0,1.0,1,1280.28,829.51,35.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
32,1,13.0,10.0,1.0,1,1403.5,954.82,35.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
32,1,13.0,10.0,1.0,1,230.91,173.18,35.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
32,1,13.0,10.0,1.0,1,499.53,388.72,35.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
32,1,13.0,10.0,1.0,1,1466.68,363.25,35.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
32,1,13.0,10.0,0.0,1,1636.9,44.71,35.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
70,1,4.0,11.0,1.0,1,569.56,528.43,40.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
70,1,4.0,11.0,1.0,1,742.54,667.4,40.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
70,1,4.0,11.0,1.0,1,71.49,53.62,40.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
70,1,4.0,11.0,1.0,1,1403.5,954.82,40.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
70,1,4.0,11.0,0.0,1,1720.7,1531.42,40.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
95,0,2.0,9.0,0.0,1,478.16,298.72,23.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
95,0,2.0,9.0,0.0,1,795.34,101.58,23.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
95,0,2.0,9.0,1.0,1,1577.53,826.51,23.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
95,0,2.0,9.0,0.0,1,1977.36,1759.85,23.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
64,1,6.0,5.0,0.0,1,175.89,131.92,66.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
64,1,6.0,5.0,0.0,1,1703.52,1516.13,66.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
64,1,6.0,5.0,0.0,1,1769.64,108.76,66.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
64,1,6.0,5.0,0.0,1,1458.17,874.9,66.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
64,1,6.0,5.0,0.0,1,2005.66,1203.4,66.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
73,1,5.0,9.0,1.0,1,1466.68,363.25,25.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
73,1,5.0,9.0,1.0,1,495.72,297.43,25.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
73,1,5.0,9.0,1.0,1,183.86,137.9,25.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
73,1,5.0,9.0,0.0,1,1945.43,333.18,25.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
73,1,5.0,9.0,0.0,1,1466.68,363.25,25.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
73,1,5.0,9.0,1.0,1,2091.47,388.92,25.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
73,1,5.0,9.0,1.0,1,1775.81,1580.47,25.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
80,1,14.0,10.0,0.0,1,575.27,431.45,56.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
80,1,14.0,10.0,1.0,1,1807.45,778.69,56.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
88,0,8.0,4.0,0.0,1,1065.03,230.09,29.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
88,0,8.0,4.0,1.0,1,1148.64,689.18,29.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
71,1,9.0,9.0,0.0,1,1977.36,1759.85,53.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
71,1,9.0,9.0,0.0,1,71.49,53.62,53.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
71,1,9.0,9.0,0.0,1,1842.92,1105.75,53.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
71,1,9.0,9.0,0.0,1,1777.8,820.78,53.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
71,1,9.0,9.0,0.0,1,1289.85,74.51,53.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
71,1,9.0,9.0,1.0,1,1807.45,778.69,53.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
60,0,5.0,5.0,1.0,1,1765.3,709.48,34.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
60,0,5.0,5.0,0.0,1,202.62,151.96,34.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
60,0,5.0,5.0,0.0,1,1458.17,874.9,34.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
29,1,14.0,7.0,0.0,1,1775.81,1580.47,54.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
29,1,14.0,7.0,1.0,1,360.4,270.3,54.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
29,1,14.0,7.0,0.0,1,1894.19,598.76,54.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
29,1,14.0,7.0,1.0,1,1762.96,950.52,54.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
64,1,13.0,4.0,1.0,1,1890.39,260.14,46.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
64,1,13.0,4.0,1.0,1,1890.39,260.14,46.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
64,1,13.0,4.0,1.0,1,2091.47,388.92,46.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
64,1,13.0,4.0,1.0,1,1992.93,762.63,46.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
64,1,13.0,4.0,0.0,1,574.64,459.71,46.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
27,1,19.0,9.0,0.0,1,688.63,612.88,56.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
27,1,19.0,9.0,0.0,1,1769.64,108.76,56.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
27,1,19.0,9.0,1.0,1,1065.03,230.09,56.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
27,1,19.0,9.0,1.0,1,2005.66,1203.4,56.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
27,1,19.0,9.0,0.0,1,290.62,215.14,56.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
47,1,3.0,10.0,0.0,1,586.45,521.94,23.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
47,1,3.0,10.0,1.0,1,1810.0,1610.9,23.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
47,1,3.0,10.0,1.0,1,642.7,211.37,23.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
47,1,3.0,10.0,0.0,1,1151.96,649.49,23.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
47,1,3.0,10.0,0.0,1,1057.51,154.4,23.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
47,1,3.0,10.0,1.0,1,1466.68,363.25,23.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
47,1,3.0,10.0,1.0,1,1555.58,818.01,23.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
47,1,3.0,10.0,1.0,1,1163.89,589.27,23.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
53,1,3.0,4.0,0.0,1,360.4,270.3,26.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
53,1,3.0,4.0,0.0,1,1793.43,248.82,26.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
53,1,3.0,4.0,1.0,1,12.01,7.21,26.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
53,1,3.0,4.0,1.0,1,227.88,136.73,26.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
53,1,3.0,4.0,0.0,1,912.52,141.4,26.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
26,1,20.0,11.0,1.0,1,688.63,612.88,47.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,1,20.0,11.0,1.0,1,227.88,136.73,47.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
26,1,20.0,11.0,1.0,1,478.16,298.72,47.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
26,1,20.0,11.0,0.0,1,569.56,528.43,47.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
26,1,20.0,11.0,1.0,1,945.04,507.58,47.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
26,1,20.0,11.0,0.0,1,533.51,400.13,47.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
73,1,9.0,1.0,0.0,1,1061.56,733.58,27.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
73,1,9.0,1.0,0.0,1,575.27,431.45,27.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
73,1,9.0,1.0,0.0,1,1179.0,707.4,27.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
73,1,9.0,1.0,0.0,1,230.91,173.18,27.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
73,1,9.0,1.0,0.0,1,912.52,141.4,27.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
73,1,9.0,1.0,1.0,1,1151.96,649.49,27.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
73,1,9.0,1.0,1.0,1,230.91,173.18,27.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
22,1,1.0,3.0,0.0,1,1555.58,818.01,24.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
22,1,1.0,3.0,0.0,1,1240.31,795.1,24.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
22,1,1.0,3.0,1.0,1,1163.89,589.27,24.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
22,1,1.0,3.0,1.0,1,2005.66,1203.4,24.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
69,1,17.0,12.0,0.0,1,1362.99,57.74,47.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
69,1,17.0,12.0,1.0,1,543.39,407.54,47.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
69,1,17.0,12.0,0.0,1,1289.85,74.51,47.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
69,1,17.0,12.0,1.0,1,1466.68,363.25,47.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
69,1,17.0,12.0,0.0,1,958.74,748.9,47.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
69,1,17.0,12.0,1.0,1,1873.97,863.95,47.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
69,1,17.0,12.0,0.0,1,230.91,173.18,47.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
85,1,19.0,4.0,0.0,1,1873.97,863.95,36.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
85,1,19.0,4.0,0.0,1,60.34,45.26,36.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
85,1,19.0,4.0,1.0,1,795.34,101.58,36.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
85,1,19.0,4.0,1.0,1,1577.53,826.51,36.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
85,1,19.0,4.0,0.0,0,1129.13,677.48,36.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
85,1,19.0,4.0,1.0,1,1842.92,1105.75,36.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
85,1,19.0,4.0,0.0,1,1812.75,582.48,36.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
94,0,1.0,8.0,0.0,1,1992.93,762.63,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
94,0,1.0,8.0,1.0,1,1386.84,1234.29,28.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
94,0,1.0,8.0,0.0,1,1148.64,689.18,28.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
94,0,1.0,8.0,1.0,1,1274.93,764.96,28.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
98,0,10.0,7.0,0.0,1,1240.31,795.1,56.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
98,0,10.0,7.0,0.0,1,1775.81,1580.47,56.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
98,0,10.0,7.0,0.0,1,175.89,131.92,56.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
86,0,15.0,7.0,0.0,1,175.89,131.92,44.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
86,0,15.0,7.0,1.0,1,1289.85,74.51,44.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
86,0,15.0,7.0,1.0,1,1458.17,874.9,44.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
86,0,15.0,7.0,1.0,1,1228.07,400.91,44.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
29,1,7.0,10.0,0.0,1,1415.01,1259.36,31.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
29,1,7.0,10.0,0.0,1,980.37,234.43,31.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
29,1,7.0,10.0,0.0,1,1163.89,589.27,31.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
29,1,7.0,10.0,1.0,1,1810.0,1610.9,31.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
77,1,8.0,9.0,1.0,1,478.16,298.72,40.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
77,1,8.0,9.0,0.0,1,230.91,173.18,40.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
77,1,8.0,9.0,0.0,1,980.37,234.43,40.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
77,1,8.0,9.0,0.0,1,183.86,137.9,40.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
77,1,8.0,9.0,0.0,1,980.37,234.43,40.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
97,1,17.0,9.0,0.0,1,416.98,312.74,44.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
97,1,17.0,9.0,0.0,1,1386.84,1234.29,44.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
97,1,17.0,9.0,0.0,1,360.4,270.3,44.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
58,0,2.0,1.0,0.0,1,748.17,448.9,28.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
58,0,2.0,1.0,0.0,1,183.86,137.9,28.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
58,0,2.0,1.0,1.0,1,1231.15,161.6,28.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
58,0,2.0,1.0,1.0,1,230.91,173.18,28.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
58,0,2.0,1.0,1.0,1,358.39,215.03,28.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
58,0,2.0,1.0,0.0,1,1415.01,1259.36,28.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
58,0,2.0,1.0,1.0,1,1577.53,826.51,28.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
58,0,2.0,1.0,0.0,1,980.37,234.43,28.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
58,0,2.0,1.0,1.0,1,71.49,53.62,28.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
40,0,8.0,8.0,0.0,1,1842.92,1105.75,49.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
40,0,8.0,8.0,0.0,1,1777.8,820.78,49.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
40,0,8.0,8.0,1.0,1,1129.13,677.48,49.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
40,0,8.0,8.0,0.0,1,1172.78,1043.77,49.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
40,0,8.0,8.0,0.0,1,1172.78,1043.77,49.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
40,0,8.0,8.0,1.0,1,543.39,407.54,49.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20,0,4.0,6.0,0.0,1,642.7,211.37,25.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
20,0,4.0,6.0,0.0,1,1945.43,333.18,25.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
20,0,4.0,6.0,1.0,1,60.34,45.26,25.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
20,0,4.0,6.0,0.0,1,1458.17,874.9,25.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
44,0,18.0,8.0,0.0,1,1036.59,206.35,56.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
44,0,18.0,8.0,0.0,1,1231.15,161.6,56.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
44,0,18.0,8.0,1.0,1,1555.58,818.01,56.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
44,0,18.0,8.0,0.0,1,1466.68,363.25,56.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
44,0,18.0,8.0,1.0,1,1992.93,762.63,56.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
44,0,18.0,8.0,1.0,1,1172.78,1043.77,56.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
44,0,18.0,8.0,0.0,1,1807.45,778.69,56.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
33,1,13.0,10.0,0.0,1,1555.58,818.01,54.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
33,1,13.0,10.0,0.0,1,100.35,75.26,54.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
33,1,13.0,10.0,0.0,1,1992.93,762.63,54.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
33,1,13.0,10.0,1.0,1,1198.46,381.1,54.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
33,1,13.0,10.0,0.0,1,792.9,594.68,54.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
33,1,13.0,10.0,1.0,1,71.16,56.93,54.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
33,1,13.0,10.0,1.0,1,1894.19,598.76,54.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
62,1,4.0,9.0,1.0,1,1807.45,778.69,57.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
62,1,4.0,9.0,0.0,1,1151.96,649.49,57.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
62,1,4.0,9.0,1.0,1,1311.44,1167.18,57.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
62,1,4.0,9.0,0.0,1,183.86,137.9,57.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
